,ph,hardness,solids,chloramines,conductivity,organic_carbon,trihalomethanes,turbidity,potability
142,6.340027628,225.0281485,45222.50667,5.809031562,435.5004571,11.38593727,80.67031136,3.686001324,0
143,8.66159243,284.0983515,27088.47646,7.897856522,512.2773101,16.91214158,72.46576277,3.67043101,0
144,5.653506135,146.5902323,16462.46009,6.501596205,272.4405583,13.79526446,87.82258511,5.198985504,0
145,6.626012184,112.2994855,25839.8941,7.658746878,327.2480786,19.40914656,85.78510284,4.194313129,0
146,7.793833573,176.8664829,18344.68036,7.567676884,371.216973,9.039042454,76.28807631,4.172935335,0
147,7.59312765,261.5661726,18371.0572,6.297542536,387.6295723,16.57598077,51.83094808,3.377337638,0
148,7.362736502,185.692181,16268.44861,5.317019275,419.2584481,16.02424609,64.67891377,4.408513182,0
149,9.320305445,129.8238585,16002.13832,4.405034532,499.8441671,13.0768589,82.8375829,4.205809732,0
150,3.719791644,248.8592673,23590.93213,7.683742221,427.4959312,20.39378167,38.6049369,2.718397734,0
151,6.655605026,216.4411715,20571.84571,8.984236816,336.8314548,17.74599613,71.70430486,2.951644715,0
152,9.868877881,214.1662353,15326.85591,3.35159782,424.2928308,19.18844138,70.0705141,3.355489791,0
153,5.590614436,229.1921395,35370.73552,7.98964067,469.4130904,13.28155615,76.9927158,4.726845017,0
154,5.554436511,229.1228286,31344.46039,7.761431064,306.872526,13.97480047,87.27337543,2.095914087,0
155,4.126528715,125.4748835,11215.9459,5.366011336,445.2414569,18.57592068,86.43365536,4.460200984,0
156,5.970035657,230.4493293,16324.1152,5.293918607,327.786642,13.32598708,39.55424883,5.428674072,0
157,8.369154354,183.5003784,12975.90033,6.600853064,493.4654399,12.98710649,87.02941032,3.629749331,0
158,6.284248242,190.0176486,12206.68121,7.910711202,395.2610634,13.24613956,58.92772621,3.377132289,0
159,11.26782838,161.8963622,6040.369868,7.20541412,316.5358711,11.76830935,25.52526693,4.153347001,0
160,9.298018008,163.0388346,13990.5134,4.24970162,399.4773578,15.36588356,83.92316815,3.681324244,0
161,7.895469246,154.2657803,7769.616119,7.205262042,407.7322172,16.42004096,63.01601758,4.2369473,0
162,7.947485786,269.809407,34440.77343,6.95828321,425.627814,13.74926131,56.63581132,3.70085384,0
163,10.02615916,224.2663577,14962.17783,7.428313128,517.5128415,18.85851888,65.36345158,4.182277582,0
164,6.48819324,225.4819088,34864.42789,8.951692285,324.5098409,12.6965448,97.11286019,4.592073571,0
165,5.869736755,207.7254552,22244.21824,6.59776434,465.6164808,14.83810023,77.82273707,4.689315048,0
166,5.30414266,160.9683582,25299.51156,6.28604311,497.7903905,15.01303033,61.11551322,4.165723664,0
167,7.533614823,186.9182451,11642.72754,5.890684294,363.5063443,10.7401459,49.5743083,3.462763987,0
168,4.077607725,207.8380479,18194.95414,7.923973951,288.3651931,13.30669203,35.82455649,2.758658531,0
169,7.086168401,189.1453777,4304.492483,3.615890517,400.9043497,12.99301224,63.90228825,3.416539753,0
170,6.271012171,213.444685,24846.14187,8.372997049,543.3917436,17.91652637,84.57886851,5.303581361,0
171,7.957768344,276.7335689,17162.39842,7.841541553,514.421722,14.5297793,60.55969904,3.450745892,0
172,8.875642278,228.9215872,28487.7086,5.31873198,474.772519,14.68397047,52.57886002,4.006991559,0
173,6.613709118,141.1289215,25648.5695,7.222971557,374.7703158,14.03826326,74.2992498,3.539771111,0
174,7.735705022,137.3181658,16723.97724,7.675826174,595.3292635,18.75613937,63.04277916,2.148611536,0
175,9.925041328,238.7133934,10704.60318,6.110019418,405.9001841,13.55036657,59.46266898,4.703803489,0
176,9.00258311,202.9907653,19523.12486,7.244753274,366.4917287,15.68940449,55.69739952,4.904837415,0
177,5.095766465,273.4084481,26307.29845,10.2198041,513.8775793,18.27241832,61.42518695,4.35219347,0
178,8.594677108,263.7645927,23220.12061,6.394463065,588.8527329,13.579996,86.19163513,4.754072499,0
179,7.083779061,112.820254,8580.245561,4.210284081,434.7477154,23.39951606,94.1603073,3.887680685,0
180,7.682872498,180.7013755,12105.72193,5.396716118,469.8356255,15.83176344,61.8020951,3.778606788,0
181,4.443238899,178.9562058,25008.53225,4.948814509,429.544773,17.72972404,56.34768853,3.268324836,0
182,6.978664262,183.2427962,23114.44608,6.500825402,470.0787053,16.08284748,65.99571677,4.766943236,0
183,6.623613566,203.0301413,17167.3013,6.049600899,410.2432475,15.91450007,65.02122897,2.915165951,0
184,3.664710562,201.0973162,28102.75663,5.682035302,291.1484489,17.47063098,75.10180148,3.316157657,0
185,4.814135621,205.2140411,17650.40505,8.121080147,414.030709,10.99941608,47.40266587,5.190851805,0
186,5.779673705,199.5860803,24160.35432,9.458128324,428.5532485,16.02250323,64.8727034,4.656377233,0
187,6.937818783,177.5781419,12626.19792,7.380882984,439.624998,9.348252155,83.1632417,3.724089564,0
188,7.436782609,208.094004,28544.61629,6.500052537,522.79373,17.11527603,65.31127723,3.727663719,0
189,4.723312573,252.274895,22833.19204,5.922450614,411.2950246,16.58457144,66.72840154,3.917586695,0
190,9.380658051,265.0612161,15156.78983,4.271544671,503.1706154,11.28641004,99.01600307,4.034349047,0
191,7.810144933,187.3150477,20418.88993,7.214895724,351.1860809,16.80039961,68.48548029,4.033773709,0
192,9.436637164,143.7884118,20724.93036,7.700100188,469.7613277,14.21576467,66.07797804,4.41111744,0
193,9.406325753,216.7621587,27948.58945,6.156110794,347.9830783,16.34071505,32.10829248,3.097277957,0
194,6.321259315,207.2577096,8532.139517,5.987876584,491.7653132,10.54688624,74.502808,4.501457204,0
195,4.705356496,103.173587,19555.76505,6.76729799,370.1781664,9.182833652,93.90048587,3.437450134,0
196,6.581878202,272.9827447,37169.4444,8.114731015,351.4768394,15.12933449,79.2610265,4.201662864,0
197,6.755145902,231.2601313,18536.69865,8.757133179,385.1146477,13.88883433,79.30243573,5.162729749,0
198,9.445129838,145.8054024,13168.52916,9.444471086,592.659021,8.606396747,77.57745951,3.875165247,1
199,9.024845037,128.0966912,19859.67648,8.016422649,451.143481,14.77086294,73.77802565,3.985250506,1
200,6.80011909,242.0080815,39143.40333,9.501694588,376.4565931,11.43246635,73.77727503,3.8549399,1
201,7.174135163,203.4089346,20401.10246,7.681806287,315.5499,14.53351004,74.40561603,3.939895657,1
202,7.657991237,236.9608892,14245.78912,6.289064859,416.6241889,10.46423858,85.85276861,2.437296288,1
203,8.322986672,207.2524622,28049.64628,8.827061283,358.7258688,18.70927337,60.91142039,4.052135728,1
204,5.934279093,223.8581252,23249.65383,4.602849948,277.3845373,11.36686342,66.62394365,5.217895024,1
205,9.802720782,98.77164353,27357.45674,9.218150393,512.4287308,14.16893351,59.45443977,2.764633881,1
206,6.101955231,215.2680896,15976.92623,8.857160044,417.8435527,13.1472795,62.50564153,3.53559633,1
207,4.997770601,280.0824107,26849.19474,6.130756542,297.61154,15.57157096,70.56027461,3.404632906,1
208,4.815766791,217.6870932,16392.13507,7.461170474,481.4808283,15.5172963,77.6933736,4.375223811,1
209,6.548020558,278.5851052,25508.38695,6.749377795,497.3217528,16.56316651,79.3236784,3.611860372,1
210,6.618010906,233.6616359,19598.86074,4.701049346,401.6697906,11.76614643,73.19192051,4.437695749,1
211,7.788054733,212.6914573,29879.06015,6.998961533,359.5690815,14.82874304,83.85633634,3.368757217,1
212,5.191834327,211.0941848,14866.10386,7.238691301,388.7165795,17.78000011,83.50540623,3.859800939,1
213,5.626339528,230.8579828,14442.41888,5.210368684,346.5532064,11.36870244,43.19518163,1.943318777,1
214,6.869638941,251.2934475,21728.8213,8.803174745,539.4668769,12.99414,56.40970792,4.726702454,1
215,9.058628424,155.3575571,15737.46894,7.251978855,463.389256,17.85447002,83.17518934,3.65213447,1
216,7.291888325,127.5442971,27784.04848,9.754475933,439.6493286,17.28504169,59.55632952,5.328712788,1
217,7.275908774,175.2203765,22644.76635,7.886854527,373.3456926,17.41168255,56.79928677,5.062297798,1
218,6.512737124,229.263861,22475.04687,12.58002649,479.5012786,9.983462392,66.66857615,4.612963629,1
219,7.207886781,175.8702941,35804.29261,8.066059052,468.5628288,16.16409127,71.14666068,3.762741072,1
220,5.324941856,280.0896549,35344.65805,13.04380611,392.4214958,10.50481955,55.08466785,4.427137926,1
221,7.082300649,169.4689273,29846.71906,5.443386888,353.0303803,18.95953438,30.38909611,3.485577388,1
222,5.33418358,224.7879362,28897.49153,6.048524614,360.1791773,12.24734356,67.15475113,5.091357101,1
223,10.7618978,81.71089527,25999.95367,8.477393872,392.7040818,12.71635014,52.24697244,4.661798516,1
224,6.286806948,258.3000516,13777.37619,7.483257698,563.4347751,16.46083688,73.51665351,4.104863275,1
225,9.794558699,129.8709584,20682.73174,9.390842593,427.1239484,11.85322809,78.71146943,2.945418738,1
226,8.210443565,167.1021915,13933.08536,10.42284178,391.0688736,13.74705768,61.05821029,4.97605516,1
227,10.35611883,136.3237517,48621.56395,9.158703903,365.7202915,17.97556384,77.35985434,4.201849441,1
228,7.958984292,171.4836247,23625.81389,9.537735147,327.623881,16.11711046,107.7540426,4.698007916,1
229,3.882631081,243.8079497,7751.809491,0.530351295,341.2911163,12.99059199,60.10996798,3.734001387,1
230,5.671773833,216.0428111,15949.15318,7.500573233,372.5352428,17.89572372,77.45788496,3.833159746,1
231,10.00330054,143.0942854,46113.95749,12.91218664,574.5550413,16.96330978,36.7676707,4.746381859,1
232,6.552847474,198.8069397,34006.42073,8.691206175,477.1639068,14.36963009,78.17306259,4.687986155,1
233,7.628552723,156.7936942,26244.03691,8.337610434,495.9669861,13.63397438,65.60484125,4.182057148,1
234,4.79084054,268.7208812,17862.369,4.554573627,608.8468563,10.80631311,83.70223599,3.258858945,1
235,7.710959939,181.9381256,6552.626314,5.389248621,516.2840829,17.01078491,58.24173419,4.28894682,1
236,8.291299006,211.2170343,20008.13496,8.767875035,475.9091299,12.6146689,66.61298363,3.424701921,1
237,6.193170101,225.6834218,12883.7265,4.739360117,389.4059776,14.5601358,76.45781594,3.466645288,1
238,9.032660579,121.4414415,15618.17025,6.157490739,390.6572261,15.03031511,63.125617,4.927218272,1
239,6.139493741,236.6740259,8081.466471,6.250808074,416.2388206,12.77701399,106.0372225,3.260906853,1
240,7.12942473,178.3723523,25840.57889,7.487823264,323.2989152,16.40615622,69.15760946,3.418610803,1
241,5.418503763,187.7768087,35902.71568,4.357087861,454.5202956,6.37407026,103.3730053,4.506539591,1
242,8.075494508,195.8049958,29483.60185,10.49384092,321.7483389,9.751086325,72.73442314,3.682919645,1
243,10.04967372,132.8328367,11557.03204,8.550572663,442.7680497,13.37614863,92.17616984,5.133477823,1
244,5.667650647,229.9283665,16953.89874,8.774306102,554.1205362,14.25464074,54.43670238,3.633213756,1
245,8.923980608,135.9384675,27919.77067,12.36328483,415.6294838,11.94991382,69.31487958,4.15558319,1
246,6.428866313,225.6130938,15596.47333,6.153472447,466.0443992,18.0153855,87.16363085,4.184783372,1
247,6.960603502,201.7154525,11348.676,4.297889825,468.5913885,10.49058864,89.68619627,4.978820188,1
248,5.873675846,203.3299282,19216.68309,9.212778722,420.2912301,11.11927378,65.2295512,5.412090885,1
249,6.79546901,187.7830201,15300.83867,7.486598424,498.665928,19.60042881,55.40111272,5.163088154,1
250,10.04102797,113.8311122,16266.43445,7.939074358,557.4860613,13.19534068,75.23322131,3.807562606,1
251,7.296037734,235.7351929,36043.70664,5.19621276,385.6143207,17.05271326,89.62355084,4.168526118,1
252,5.862641233,185.0652199,44069.27216,4.382721317,331.5701387,15.30607892,59.60581211,5.50742094,1
253,7.292141805,174.480427,33991.65157,9.511792392,435.1080173,16.29361407,81.69010445,4.466912564,1
254,8.062805643,200.493112,11567.88784,9.889949955,510.4144025,10.65093547,40.99280881,4.471842,1
255,7.82197094,157.1815455,23318.18798,9.08403988,294.6365314,17.18676578,72.56837619,3.532958335,1
256,11.301794,77.4595861,39227.61946,8.517986143,410.8561139,14.32688885,53.12125964,3.309580397,1
257,6.593764313,233.5141325,25589.61059,9.785695834,489.7034439,14.38960913,46.46398161,2.346578095,1
258,9.161088613,119.8419046,26618.05964,6.105573329,379.7251816,10.89992641,54.58073576,4.888061137,1
259,4.642953052,307.7060241,16115.92986,7.707342333,439.9444081,18.44079003,60.14584226,3.982867293,1
260,7.798453676,188.3949423,32704.56929,11.07887248,507.1786883,18.27243924,85.17766213,4.107267203,1
261,5.564342491,256.20883,11245.73577,7.212253931,369.5555133,15.64005334,51.1503444,2.285987849,1
262,7.886591227,213.0525907,38852.02964,11.17078862,326.1153502,10.38517245,64.6625007,4.589983508,1
263,7.443189014,193.1247989,13551.95334,4.313264846,430.4872957,19.39632945,72.07558551,2.664832796,1
264,3.657123133,275.7671418,23736.81626,9.100772079,426.2311291,17.98595656,55.69489291,3.31462973,1
265,9.597191857,167.088976,21153.32283,7.944469309,335.1976082,14.34767609,50.64244747,5.145152871,1
266,6.964225943,212.7644944,29957.19122,7.675187646,378.0855456,13.12769368,72.08900098,3.990437572,1
267,7.672909523,152.8783051,22989.35118,6.231913253,401.1408786,14.25268374,64.29129182,4.268227482,1
